artistName,artistPop,artistGenre,artistRelated
Lefa,54,"french hip hop, pop urbaine, rap conscient, rap francais","Mister V, S.Pri Noir, Sneazzy"
Dadju,75,"french hip hop, pop urbaine, r&b francais","Imen Es, Naza, Tayc"
Lorie,42,french pop,"L5, Priscilla, ""Shym"""
High John,47,"lo-fi beats, lo-fi jazzhop","Koralle, Shuko, Knowsum"
Goldwater,16,future bass,"PEARSON, xander, Vasser"
Kekra,53,"french hip hop, pop urbaine, rap francais","Roshi, 13 Block, Sneazzy"
FKJ,69,"filter house, indie soul","((( O ))), Masego, Tom Misch"
Okvsho,52,"indie jazz, uk contemporary jazz","Underground Canopy, S. Fidelity, Jazzbois"
SGaWD,22,"alte, nigerian pop","boistory, Joeyturks, Wavy The Creator"
Tash Sultana,62,australian reggae fusion,"Chet Faker, The Palms, DOPE LEMON"
Gringe,55,"cloud rap francais, french hip hop, rap conscient","Spider ZED, Scylla, A2h"
S.Pri Noir,56,"french hip hop, pop urbaine, rap francais","Dosseh, Lefa, Mister V"
"Grover Washington, Jr.",64,soul jazz,"Bobby Caldwell, Earth, Wind & Fire, Frankie Valli"
Guzimi,44,lo-fi jazzhop,"Otis Neon, Yoga at the Disco, Maadrhino"
Jan Thiel,40,background piano,"Andrea Monet, Cary Appleby, Marlon Guild"
Masego,72,"alternative r&b, indie soul","FKJ, Snoh Aalegra, SiR"
Grieves,47,"abstract hip hop, seattle hip hop","Mouse Powell, Prof, Sam Lachow"
Olly Alexander (Years & Years),70,"dance pop, gauze pop, pop, pop dance, uk pop","Zara Larsson, Calvin Harris, Clean Bandit"
Selena Gomez,83,"pop, post-teen pop","Camila Cabello, Demi Lovato, ZAYN"
Kupla,55,"anime lo-fi, lo-fi beats","WYS, goosetaf, Pandrezz"
Indochine,64,"chanson, french pop, french rock, french synthpop","Calogero, Julien Doré, Jean-Louis Aubert"
Omido,60,dark r&b,"Ex Habit, Rick Jansen, Elvis Drew"
Gros Mo,43,"cloud rap francais, rap calme","Squidji, Doums, Smeels"
Manuel Turizo,84,"colombian pop, latin pop, reggaeton, reggaeton colombiano, trap latino, urbano latino","KAROL G, Maluma, Sebastian Yatra"
Aya Nakamura,72,"basshall, pop urbaine, r&b francais","Dadju, Tayc, Imen Es"
Michel Berger,54,chanson,"Véronique Sanson, Daniel Balavoine, Alain Souchon"
KIK,62,"japanese electropop, pov: indie","Maretu, ぐちり, Parsley Onuma"
Hatik,60,"french hip hop, pop urbaine, r&b francais","Eva, Wejdene, Lynda"
Eberina,36,background piano,"Thomas Preber, Emma Richter, Lilly Eaton"
Arooj Aftab,45,pakistani indie,"Shabaka, Shahzad Ismaily, Tony Njoku"
Wham!,71,"new romantic, new wave, new wave pop, soft rock","ABBA, Rick Astley, a-ha"
Disclosure,77,"edm, house, indietronica, uk dance","Route 94, Duke Dumont, Swedish House Mafia"
cuttingwood,37,study beats,"J0pie, Kisiaria, Blackburri"
Nèg' Marrons,46,"french hip hop, french reggae, old school rap francais","Taïro, Tom Frager, ""Diams"""
Thierry Pastor,40,classic french pop,"Jean Schultheis, Jean-Luc Lahaye, Thierry Hazard"
Bon Entendeur,61,"french indie pop, new french touch","Isabelle Pierre, Mouloudji, Laurie Darmon"
Tyga,79,"hip hop, pop rap, rap, southern hip hop, trap","DJ Khaled, Migos, French Montana"
S-Crew,54,french hip hop,"Jazzy Bazz, Vald, A2h"
Mr Eazi,62,"afrobeats, afropop, ghanaian hip hop, nigerian pop, swedish dancehall","StarBoy, Maleek Berry, Korede Bello"
Kenyon,45,indie r&b,"DIXSON, J Warner, Sebastian Mikael"
Vanilla Beach,37,study beats,"""Somebodys Son"", Blackburri, Beamer"
Tom Walker,67,"indie anthem-folk, uk pop","Dermot Kennedy, Dean Lewis, X Ambassadors"
Johan Papaconstantino,44,french indietronica,"Gaël Faye, Mouloudji, Bon Entendeur"
Gilbert Montagné,50,"chanson, chanson paillarde, classic french pop, french pop","Images, Début De Soirée, Thierry Hazard"
Alec Benjamin,77,"alt z, pop, pov: indie","Ruth B., Sasha Alex Sloan, Halsey"
Fauve,50,"french indie pop, french rock","Saez, BB Brunes, Ben Mazué"
FINNEAS,72,"alt z, la indie, pop, pov: indie","Gracie Abrams, Lizzy McAlpine, Conan Gray"
Milky Chance,74,"german pop, modern rock","Vance Joy, alt-J, Empire Of The Sun"
Hamza,74,"belgian hip hop, cloud rap francais, french hip hop, pop urbaine, rap belge","PLK, Leto, OBOY"
CARRTOONS,56,instrumental hip hop,"Nigel Hall, Pale Jay, Jitwam"
Hearts & Colors,45,channel pop,"Fancy Cars, ALIUS, Juliander"
Evomin,57,white noise,"Sky Travis, R. Guru, April Shower"
Mauve,58,chill house,"AINT, Y.V.E. 48, Paris Blu"
Thunder,72,"afrofuturism, indie soul","BADBADNOTGOOD, Free Nationals, Anderson .Paak"
Akon,84,dance pop,"50 Cent, Kardinal Offishall, Wiz Khalifa"
Loyle Carner,65,"indie soul, london rap","Rebel Kleff, Frankie Stew and Harvey Gunn, Kofi Stone"
itssvd,60,"lo-fi chill, sad lo-fi","Timmies, CORBAL, Dibyo"
Rayana Jay,57,alternative r&b,"ENNY, ¿Téo?, Pip Millett"
Rihanna,92,"barbadian pop, pop, urban contemporary","Justin Timberlake, Beyoncé, Nicki Minaj"
Lui Mafuta,37,organic house,"Iorie, Lee Jones, Amentia"
Mura Masa,62,"channel islands indie, escape room, hyperpop, indie soul, vapor soul","Flume, Snakehips, Preditah"
SanelliX,42,lo-fi latino,"SpoonBeats, oxinym, very noise person"
Cal Credence,39,lo-fi cover,"welsoGG, Blue Bag, A & C"
Alonzo,38,french rap,"Bicho Alcaraz, El Primo, Diego Coss"
Luan Santana,79,"arrocha, sertanejo, sertanejo universitario","Gustavo Mioto, Matheus & Kauan, Marília Mendonça"
Michael Sembello,62,hi-nrg,"Dave Stewart, Eurythmics, Cutting Crew"
Phlocalyst,60,lo-fi study,"Zmeyev, Screen Jazzmaster, Hoffy Beats"
Jonas Blue,74,"pop, pop dance, tropical house, uk dance","Martin Garrix, Kygo, The Chainsmokers"
Baen Mow,49,"hungarian underground rap, lo-fi study","BluntOne, Enluv, Hakone"
Santana,72,"blues rock, classic rock, mexican classic rock","Lenny Kravitz, The Police, Eagles"
Manu Chao,73,"latin alternative, world","Rodrigo Amarante, Mano Negra, Bob Marley & The Wailers"
Kwamz & Flava,32,afrobeats,"Henry X, Mystro, Tecno"
Kap G,46,"atl hip hop, chicano rap, melodic rap, trap","Don Q, Murda Beatz, Baka Not Nice"
d'Addario,39,lo-fi cover,"Lowkey, Snowji, Gabb."
Tunisiano,41,"french hip hop, rap conscient","R.E.D.K., Brasco, Sinik"
Black Eyed Peas,81,"dance pop, pop, pop rap","Pitbull, Flo Rida, will.i.am"
Gracy Hopkins,32,rap francais nouvelle vague,"The Hop, Moka Boka, Kobo"
Shakin' Stevens,55,"classic uk pop, rockabilly","Smokie, Harpo, Suzi Quatro"
Pedro Mizutani,48,bossa nova,"Bruno Berle, Sreya, Rogê"
Tiakola,79,"french hip hop, pop urbaine","SDM, Genezio, Leto"
Dennis Dies Das,47,cologne hip hop,"Hornpub.de, OT, PA69"
M83,72,"french shoegaze, french synthpop, indietronica, metropopolis, neo-synthpop","MGMT, The xx, Empire Of The Sun"
vbnd,54,vapor twitch,"Crayon, Aaron Taylor, Pip Millett"
Purrple Cat,60,chill out,"Kanisan, Yasumu, Mondo Loops"
tenkousei.,49,lo-fi jazzhop,"Dpsht, lorleaf, .Eehou"
Lil Wayne,87,"hip hop, new orleans rap, pop rap, rap, trap","Big Sean, 2 Chainz, J. Cole"
Soundstars,51,white noise,"Blazerod, Sky Travis, Sams Sampling"
Kara,81,"desi hip hop, punjabi pop","AP Dhillon, Ikky, Diljit Dosanjh"
Deluxe,54,"electro swing, french indie pop","Chinese Man, Faada Freddy, Anna Kova"
Nelson Freitas,54,"kizomba, kizomba antigas, kizomba cabo-verdiana","Djodje, C4 Pedro, Soraia Ramos"
Tomppabeats,54,"chillhop, japanese chillhop, lo-fi beats","Jinsang, bsd.u, Elijah Who"
13 Block,50,"french hip hop, pop urbaine, rap francais","Kekra, Sneazzy, Diddi Trix"
FLKS,41,lo-fi jazzhop,"Smeeagain, Midan, SamuW"
Ashh,51,"french hip hop, rap calme","MZ, Nekfeu, S-Crew"
Breez Bing,47,"color noise, white noise","Auplaudios, Ambient Eclipse, Euaxations"
Wantigga,27,dutch r&b,"Oli Hannaford, Cezaire, Zikomo"
Eskimotion,45,atmosphere,"Garth Stevenson, Zach Wirchak, Bliss Looper"
Mac Miller,83,"hip hop, pittsburgh rap, rap","Kid Cudi, Joey Bada$$, Childish Gambino"
Sophie Ellis-Bextor,69,"dance pop, europop, new wave pop","Natasha Bedingfield, Princess Superstar, Nile Rodgers"
Gazo,75,"drill francais, french hip hop, pop urbaine, r&b francais, rap francais","Ninho, PLK, Favé"
Soul Wun,40,"aussietronica, jazz house","Cosmonection, Tour-Maubourg, Felipe Gordon"
Julia Sono,52,"color noise, white noise","R. Guru, StyccO, Miraflor"
Sander van Doorn,48,"dutch house, dutch trance, edm, electro house, pop dance, progressive electro house, progressive house","Dirty South, Shapov, Michael Calfan"
Kevin Garrett,44,"nyc pop, pittsburgh indie","Thirdstory, Nick Wilson, Juke Ross"
sunsets & sandals,41,"chill house, tropical house","Harry Cho, Jako Diaz, Together Alone"
C4C,51,"chillhop, lo-fi beats","squeeda, Enluv, Tonion"
Halsey,83,"electropop, etherpop, indie poptimism, pop","Camila Cabello, Selena Gomez, Alessia Cara"
ohlos,42,lo-fi cover,"Breakfast For Brunch, d.w.h, iasilma"
Gen,68,"album rock, art rock, classic rock, hard rock, mellow gold, new romantic, progressive rock, rock, soft rock, symphonic rock","Peter Gabriel, Supertramp, The Alan Parsons Project"
Katashi Kaitō,39,lo-fi jazzhop,"Marcos Caixa, Dualizm, Bobby Dreamz BIG"
The Bahama Soul Club,51,bboy,"The Juju Orchestra, ""Mo Horizons"", Mop Mop"
Ambi Val,54,white noise,"Jim Efforts, Skiez, StyccO"
Zero Oto,50,white noise,"Likko Sol, Waves Of Time, Dancing Waves"
Xella Machina,61,"color noise, white noise","Aquagirl, Deepnoum, HQ-10"
Elvis Drew,57,dark r&b,"Avivian, Rosenfeld, King Kavalier"
ODIE,58,canadian contemporary r&b,"Q, Cautious Clay, Chiiild"
PLK,75,"french hip hop, pop urbaine, rap conscient","Hamza, OBOY, Zola"
Two Scents,49,"lo-fi sleep, lo-fi study","marsquake, Tonion, Hoffy Beats"
Reo Cragun,47,"canadian hip hop, trap soul","Janelle Kroll, Amir Obe, RIZ LA VIE"
Jennifer Lopez,77,"dance pop, pop, urban contemporary","Christina Aguilera, The Pussycat Dolls, Pitbull"
Sweatson Klank,37,abstract beats,"HUGØ, LX72, Lexx"
Deborah Fulmen,34,background piano,"Ove Roos, Dean Caplan, Alda Monaldo"
Zion & Lennox,77,"reggaeton, urbano latino","Nicky Jam, Daddy Yankee, Farruko"
Jitwam,62,"indie jazz, indie soul, lo-fi house","DARGZ, Nigel Hall, Gotts Street Park"
Fitz and The Tantrums,68,"la indie, modern alternative rock, modern rock, pop rock, pov: indie","GROUPLOVE, BØRNS, Neon Trees"
RIMON,50,"alternative r&b, dutch r&b","Jaz Karis, Col3trane, Rayana Jay"
Tamara Eden,40,background piano,"Phileas Galle, Hector VallÇe, Sheila Withmore"
Tom Doolie,52,lo-fi beats,"Glimlip, Sebastian Kamae, Leavv"
Stevie Wonder,76,"motown, soul","Marvin Gaye, Aretha Franklin, The Emotions"
Rodrigo Alarcon,53,nova mpb,"Julio Secchin, Abacaxepa, Rebeca"
Partenaire Particulier,47,"chanson, classic french pop, french pop, french synthpop","Images, Thierry Hazard, Jean-Pierre Mader"
Sum Wave,55,"beach house, swedish tropical house","Bye Ocean, Ran the Man, Julien Pastel"
Raffaella Carrà,68,classic italian pop,"Agatino Romero, Jaxomy, Bellini"
Col3trane,51,"alternative r&b, uk contemporary r&b","RIMON, Arin Ray, Kyle Dion"
Haristone,41,"french hip hop, pop urbaine, rap francais","Le Club, 2zer, Aladin 135"
Ed Sheeran,89,"pop, singer-songwriter pop, uk pop","Shawn Mendes, Sam Smith, Maroon 5"
Jaz Karis,56,"alternative r&b, uk contemporary r&b","Elmiene, RIMON, rum.gold"
Biga*Ranx,59,french reggae,"Atili, Naâman, Yaniss Odua"
Party Pupils,46,pop edm,"Young Franco, EVAN GIIA, Louis The Child"
gianni & kyle,47,indie pop rap,"mansionz, Myles Parrish, 27CLUB"
Maggie Lindemann,62,"alt z, dark pop, pop","Bea Miller, Halsey, Nessa Barrett"
Marizu,48,christian afrobeat,"Emandiong, TBabz, Kofi Dartey"
T.Check,49,lo-fi jazzhop,"Kimmø, Lazlow, ØNEMOR3"
Spider ZED,47,"french hip hop, rap calme","2TH, James Baker, Zed Yun Pavarotti"
6LACK,74,"atl hip hop, melodic rap, r&b, rap, trap","Roy Woods, Tory Lanez, Bryson Tiller"
NAV,73,"canadian hip hop, canadian trap, melodic rap, rap, trap","Young Thug, Quality Control, A Boogie Wit da Hoodie"
Deepnoum,59,"binaural, color noise, white noise","Klangspiel, Dozy Sounds, Ozonezzz"
L E F,34,lo-fi jazzhop,"Uli Tiro, Paklite, ONO1"
Romeo Santos,85,"bachata, latin hip hop, latin pop, trap latino, urbano latino","Aventura, Prince Royce, Maluma"
Jerry Folk,44,"vapor soul, vapor twitch","Point Point, Mazde, Village"
Aileron,58,white noise,"Universal Waves, X.L.T, Panoramia"
Muzi,39,"south african alternative, south african electronic","Hagan, Blinky Bill, S!RENE"
IAMDDB,55,"alternative r&b, uk contemporary r&b","ENNY, Pip Millett, Greentea Peng"
Arizona Zervas,63,"indie pop rap, pop rap, rhode island rap","24kGoldn, iann dior, Lil Mosey"
Nonso Amadi,51,"afrobeats, alte, nigerian pop","Tay Iwar, Gyakie, Adekunle Gold"
Father John Misty,71,"art pop, chamber pop, indie rock, singer-songwriter, stomp and holler","Mazzy Star, Bon Iver, St. Vincent"
Dontcry,60,"lo-fi beats, lo-fi study","Hoogway, Casiio, Sleepermane"
ANOTR,66,dutch tech house,"Abel Balder, Oden & Fatzo, PAWSA"
UMI,62,"alternative r&b, bedroom soul","RINI, Christian Kuria, thủy"
Jane Color,58,"color noise, white noise","Falling into Pink, BCCF, Brainbox"
CHASE B,49,trap,"Takeoff, DDG, RMR"
Twenty One Pilots,84,"modern rock, pop, pov: indie, rock","Panic! At The Disco, Foster The People, Fall Out Boy"
Grace Carter,49,"uk contemporary r&b, uk pop","Rhys Lewis, Freya Ridings, James Gillespie"
William Singe,60,"pop r&b, teen pop","Pia Mia, Jack & Jack, CADE"
Bishop Briggs,64,modern alternative rock,"SHAED, Bea Miller, X Ambassadors"
Victony,71,"afrobeats, nigerian pop","Omah Lay, Ruger, Sarz"
Eminem,93,"detroit hip hop, hip hop, rap","Wiz Khalifa, Dr. Dre, JAY-Z"
Magia Blanca,39,white noise,"Asana Ventus, Ambrook Glacier, Herbird"
Vizzionz,52,white noise,"Sky Travis, Evomin, PARCEL"
St Germain,52,"downtempo, electronica, jazztronica, nu jazz","""Mo Horizons"", Nightmares On Wax, Tosca"
NORRA,47,"chill house, tropical house","fwd/slash, Piece Wise, rayn"
Ardeon,58,white noise,"Misa Bee, Natura Ferox, Jim Efforts"
Ayra Starr,79,afrobeats,"Omah Lay, Rema, Burna Boy"
Orelsan,67,"french hip hop, old school rap francais, rap conscient","Lomepal, Bigflo & Oli, Casseurs Flowters"
Wejdene,49,r&b francais,"Bushibabe, Eva, T2R"
Travis Scott,94,"rap, slap house","Metro Boomin, 21 Savage, Don Toliver"
The Kid LAROI,85,australian hip hop,"Post Malone, Ty Dolla $ign, The Weeknd"
Oaty.,45,lo-fi jazzhop,"Noflik, Prime8, Bluewerks"
Bramsito,51,"french hip hop, pop urbaine, r&b francais, rap francais","Hiro, BOLEMVN, Still Fresh"
Chris Malinchak,50,nu disco,"Tensnake, Satin Jackets, Nora En Pure"
Noyze Freq,52,"color noise, white noise","The Tone-Gens, Wavelab, Hypnotronica"
Martin Garrix,77,"dutch edm, edm, pop, pop dance, progressive house","Galantis, Axwell /\\ Ingrosso, Jonas Blue"
The Kooks,69,"brighton indie, garage rock, modern rock, rock","Two Door Cinema Club, Kings of Leon, The Wombats"
Wiz Khalifa,83,"hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap","Eminem, Lil Wayne, JAY-Z"
The White Stripes,72,"alternative rock, blues rock, detroit rock, garage rock, modern blues rock, permanent wave, punk blues, rock","Franz Ferdinand, Jet, The Clash"
Axelle Red,55,"belgian indie, belgian pop, chanson, french pop","Marc Lavoine, Patrick Bruel, Francis Cabrel"
Marvin Gaye,76,"classic soul, motown, neo soul, northern soul, quiet storm, soul","Stevie Wonder, Bill Withers, Tammi Terrell"
MC YOGI,48,"high vibe, kirtan, world fusion","DJ Drez, Janet Stone, East Forest"
Sean Paul,82,"dance pop, dancehall, pop, pop rap","Pitbull, Jason Derulo, Jennifer Lopez"
JAY VANILLA,38,lo-fi jazzhop,"Otis Neon, Iassu, Oslo"
The Brook & The Bluff,52,alabama indie,"Juniper, The Brummies, HARBOUR"
Ayla Nova,42,tropical house,"Gabriel Morais Jr, Plastik Flamingos, Cratouille"
Joey Bada$$,74,"conscious hip hop, hip hop, rap","Isaiah Rashad, Aaron May, Bas"
Sam Feldt,70,"edm, pop dance, tropical house","R3HAB, Alesso, Felix Jaehn"
Hundred Waters,42,"gainesville indie, indie psych-pop","Vallis Alps, Jenni Potts, Sylvan Esso"
Jk Beatbook,37,"christian lo-fi, lo-fi jazzhop","Hype Right, Bipeula, Dasunny"
Marshmello,84,"brostep, edm, pop, progressive electro house","Bebe Rexha, The Chainsmokers, Anne-Marie"
Hotel Ugly,76,modern indie pop,"Steve Lacy, d4vd, Bakar"
Louis The Child,60,"edm, electropop, indie poptimism, vapor soul, vapor twitch","EVAN GIIA, Elohim, Big Gigantic"
The Ronettes,67,"brill building pop, classic girl group, motown, rock-and-roll","Nancy Sinatra, Frankie Valli, Lesley Gore"
Deauxnuts,47,lo-fi jazzhop,"LESKY, ØNEMOR3, T.Check"
Ghastly,46,"brostep, dubstep, electro house","Juelz, Kaivon, Tisoki"
Duñe,47,indie soul,"Crayon, WAYNE SNOW, Sunni Colón"
Children of Zeus,40,"manchester hip hop, uk alternative hip hop","KinKai, MIDNIGHT PHUNK, Emmavie"
SZA,90,"pop, r&b, rap","Miguel, Daniel Caesar, Frank Ocean"
Sia,85,pop,"Ellie Goulding, Selena Gomez, Clean Bandit"
Ne-Yo,83,"dance pop, pop, r&b, urban contemporary","USHER, Chris Brown, Justin Timberlake"
80purppp,65,bedroom r&b,"Riovaz, GenriX, Hotel Ugly"
Snakehips,61,"electropop, uk dance, vapor soul","Flume, MØ, AlunaGeorge"
Lewis Capaldi,81,"pop, uk pop","Dean Lewis, James Arthur, Calum Scott"
Niro,65,"french hip hop, pop urbaine, rap francais","Djadja & Dinaz, Timal, SCH"
Sky Travis,56,"color noise, white noise","Evomin, Hovar, Dancing Waves"
Bobby Dreamz BIG,39,lo-fi jazzhop,"rocomoco, flamingo zamperoni, Marcos Caixa"
VSO,50,"hip pop, r&b, urban contemporary","LeToya, Pleasure P, Tamar Braxton"
Nora En Pure,60,"deep house, electra, house, melodic house, progressive house, swiss pop","Sultan + Shepard, Eli & Fur, Nils Hoffmann"
Ben E. King,67,"rock-and-roll, soul","The Righteous Brothers, Tammi Terrell, Frankie Valli"
Tove Lo,75,"dance pop, metropopolis, pop, swedish electropop, swedish pop, swedish synthpop","Olly Alexander (Years & Years), Ellie Goulding, Rihanna"
Loure,41,jazz house,"Tell, Chaos In The CBD, Tom Jarmey"
Iassu,38,lo-fi jazzhop,"Otis Neon, Josa, Loufish"
Spitzgefühl,35,lo-fi sleep,"Wruce Billis, enix lee, Kartel of Sound"
enoch,30,"easy listening, exotica","Billy May & His Orchestra, Les Baxter, Leroy Holmes"
pipetiger,35,study beats,"archipelago beats, dirtybirdie, Mr Muddy"
jean,60,"indie hip hop, modern indie pop","Mk.gee, Junior Varsity, Paris Texas"
sober rob,29,"future bass, vapor twitch","Oshi, Sem, LIHO"
Ehla,33,"electro-pop francais, nouvelle chanson francaise","Lola Le Lann, Nell Widmer, Magenta Club"
Synthetic Architect,53,white noise,"Likko Sol, Evomin, PARCEL"
Hozier,86,"irish singer-songwriter, modern rock, pop, pov: indie","Noah Kahan, Billie Eilish, Florence + The Machine"
a-ha,73,"new romantic, new wave, new wave pop, permanent wave, synthpop","Dave Stewart, Eurythmics, Annie Lennox"
Salut C'est Cool,41,french synthpop,"Le Wanski, Les keke-boys, Roland Cristal"
Rex Orange County,76,bedroom pop,"The Walters, Bruno Major, Joji"
Loreen,70,europop,"Norma Jean Martine, Ofenbach, Ella Henderson"
The Cinematic Orchestra,66,"downtempo, nu jazz","SYML, Patrick Watson, Tom Rosenthal"
Saiko,78,"trap latino, urbano espanol, urbano latino","Gonzy, Dei V, Sky Rompiendo"
HEDEGAARD,57,"danish electronic, scandipop","CANCUN?, Matt Hawk, Gang Speed"
Noflik,49,lo-fi brasileiro,"Prime8, Oaty., Bluewerks"
Universal Waves,59,"color noise, white noise","Panoramia, Xella Machina, StyccO"
Mattia Vlad Morleo,57,neo-classical,"James Heather, Borrtex, Dominique Charpentier"
Satin Jackets,57,nu disco,"David Harks, Panama, Latroit"
merīkurisumasu!,37,study beats,"Wruce Billis, Nacho Datúr, archipelago beats"
Cosmic Koala,49,lo-fi study,"Loafy Building, Kinissue, Krynoze"
Blank & Jones,56,"chill lounge, german techno, trance","Triangle Sun, Chris Le Blanc, Cathy Battistessa"
Glimlip,54,"focus beats, lo-fi beats","Tom Doolie, Yasper, Sebastian Kamae"
Coldplay,92,"permanent wave, pop","Keane, Adele, Ed Sheeran"
Arc De Soleil,65,indie rock,"Monster Rally, DARGZ, Menahan Street Band"
Sister Sledge,59,"disco, funk, philly soul, quiet storm, soul","CHIC, The Trammps, Diana Ross"
mike.,64,"indie pop rap, rhode island rap","Vwillz, Skeez, Bryce Vine"
Sam Fischer,61,"australian pop, singer-songwriter pop","JP Saxe, Clinton Kane, Julia Michaels"
Naâman,53,french reggae,"Dub Inc, Biga*Ranx, Danakil"
catch92,22,lo-fi jazzhop,"YetBaby, Justus Eggert, hotpotatoes"
Cyan_95,46,study beats,"W8lss, Breakfast For Brunch, low&slow"
M.I.L.K.,38,danish electropop,"Poom, Bleu Toucan, Fernõ"
Sam Smith,84,"pop, uk pop","Ed Sheeran, Adele, Shawn Mendes"
Panoramia,57,white noise,"Universal Waves, StyccO, Aileron"
Somnolence,56,white noise,"X.L.T, Aileron, Natura Ferox"
Team Astro,49,lo-fi study,"TABAL, ""no ones perfect"", møndberg"
Beenzino,52,"k-rap, korean r&b","GIRIBOY, Primary, Leellamarz"
Anderson .Paak,79,"escape room, hip hop, indie soul, neo soul","Bootsy Collins, Thundercat, Free Nationals"
TitoM,61,amapiano,"Yuppe, S.N.E, Khalil Harrison"
R3HAB,75,"dutch house, edm, electro house, pop dance, progressive electro house, slap house","Tiësto, Sam Feldt, Felix Jaehn"
halfpastseven,40,lo-fi jazzhop,"Kristoffer Eikrem, FLKS, Gas Lab"
Taylan,26,melodic house,"Slow Fish, Redspace, Ruben Karapetyan"
Ajar,37,rap calme,"James Baker, Odetto, Shaga"
